TERM,SNOMED_ID,MEDIAN_DIAGNOSIS_AGE,MEDIAN_SNOMED_AGE,N_PATIENT_COUNT,N_PATIENT_COUNT_TOTAL,PREVALENCE,TOTAL_EVENT_COUNT,AVG_EVENTS_PER_PATIENT,AVG_VALUE,MEDIAN_VALUE,STD_VALUE,FREQ_VALUE
Gynaecology referral,905011000006106,65.000,65.000,13,6480,0.002006,15,1.15,NaN,NaN,NaN,NaN
Chest x-ray,399208008,75.000,74.000,13,6480,0.002006,14,1.08,NaN,NaN,,NaN
Brief intervention for smoking cessation,506491000000102,65.000,64.000,13,6480,0.002006,17,1.31,,,,
O/E - height,162755006,73.000,72.000,13,6480,0.002006,13,1,109.432,158.9,83.61825436,183
Attended breast screening clinic,473396004,66.000,65.000,13,6480,0.002006,15,1.15,NaN,NaN,,NaN
Depressive disorder,35489007,75.000,74.000,13,6480,0.002006,29,2.23,,,,
Stroke/transient ischaemic attack monitoring second letter,415629007,82.000,81.000,13,6480,0.002006,13,1,,,,
Urine sent for microscopy,167331008,77.000,77.000,13,6480,0.002006,13,1,NaN,NaN,,NaN
High risk of diabetes mellitus,837491000000107,72.000,72.000,13,6480,0.002006,17,1.31,NaN,NaN,,NaN
Balanitis,44882003,70.000,69.000,13,6480,0.002006,13,1,NaN,NaN,,NaN
O/E - Left foot deformity,308104009,77.000,76.000,13,6480,0.002006,15,1.15,,,,
Patient given advice NOS,183049006,72.000,71.000,13,6480,0.002006,15,1.15,,,,
At risk of falls,129839007,82.000,82.000,13,6480,0.002006,13,1,,,,
Advice on foreign travel - health insurance,203351000000102,65.000,64.000,13,6480,0.002006,13,1,NaN,NaN,,NaN
Bladder outflow obstruction,236645006,73.000,73.000,13,6480,0.002006,22,1.69,NaN,NaN,NaN,NaN
Cryotherapy to skin lesion,302396003,75.500,74.500,13,6480,0.002006,20,1.54,,,,
Medical Research Council Dyspnoea scale grade 3,391124000,79.000,78.000,13,6480,0.002006,13,1,,,,
Referred by person,309013001,74.500,73.500,13,6480,0.002006,18,1.38,NaN,NaN,,NaN
Virtual CT colonoscopy,418714002,78.000,77.000,13,6480,0.002006,17,1.31,NaN,NaN,NaN,NaN
Tagged - Lloyd George notes,4311000000109,67.000,66.000,13,6480,0.002006,13,1,,,,
Referral for 24 hour ECG,310354002,78.000,78.000,13,6480,0.002006,15,1.15,,,,
Message from patient,24441000000109,63.000,63.000,13,6480,0.002006,14,1.08,,,,
Referral to nephrology service,306125004,75.000,75.000,13,6480,0.002006,14,1.08,NaN,NaN,,NaN
Report administration,713541000000102,71.000,71.000,13,6480,0.002006,21,1.62,,,,
Abdominal discomfort,43364001,72.500,71.500,13,6480,0.002006,22,1.69,NaN,NaN,,NaN
Body mass index 20-24 - normal,412768003,81.000,80.000,13,6480,0.002006,13,1,24.3,24.3,,24.3
Alert received from telehealth monitoring system,699249000,72.000,71.000,12,6480,0.001852,35,2.92,NaN,NaN,NaN,NaN
O/E -rectal examination,274296009,70.500,70.500,12,6480,0.001852,12,1,,,,
Diabetic digital retinopathy screening offered,247771000000108,74.000,73.000,12,6480,0.001852,13,1.08,,,,
Involving client in planning care,225992008,78.000,77.000,12,6480,0.001852,16,1.33,,,,
Urine specific gravity - 1^025,1856731000006108,71.500,71.500,12,6480,0.001852,12,1,,,,
Lab. test result normal,309157004,64.000,64.000,12,6480,0.001852,13,1.08,,,,
Venepuncture,22778000,79.000,78.000,12,6480,0.001852,23,1.92,,,,
Amnesia,48167000,78.000,78.000,12,6480,0.001852,20,1.67,,,,
Contraception,13197004,36.000,36.000,12,6480,0.001852,26,2.17,,,,
Seen by cardiologist,305662006,76.500,75.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
Vulval irritation,161818003,75.500,75.000,12,6480,0.001852,18,1.5,NaN,NaN,NaN,NaN
No aid for walking,165252001,82.000,81.500,12,6480,0.001852,14,1.17,,,,
Phakoemulsification of lens and insertion of prosthetic replacement,401306006,77.500,77.000,12,6480,0.001852,16,1.33,NaN,NaN,,NaN
Special patient note,905561000000106,79.000,78.500,12,6480,0.001852,12,1,,,,
Candidiasis of mouth,79740000,73.000,73.000,12,6480,0.001852,13,1.08,NaN,NaN,,NaN
Blood sugar charts,170756003,72.000,71.500,12,6480,0.001852,14,1.17,NaN,NaN,NaN,NaN
Declined consent for communication by email,835231000000104,69.000,68.000,12,6480,0.001852,12,1,,,,
Oedema,267038008,78.000,78.000,12,6480,0.001852,17,1.42,NaN,NaN,,NaN
Fasting blood sugar,997681000000108,57.500,57.000,12,6480,0.001852,12,1,10.022222222,9,5.274651121,4.8
Follow-up 4-6 months,183625007,70.000,69.500,12,6480,0.001852,18,1.5,,,,
Urine pH = 7.5,167311009,76.000,75.500,12,6480,0.001852,12,1,,,,
Referral to community-based nurse,306335000,76.000,76.000,12,6480,0.001852,17,1.42,,,,
Drug directions adequate and appropriate,408371008,79.000,78.500,12,6480,0.001852,14,1.17,NaN,NaN,NaN,NaN
Priority cancer referral,199251000000107,67.000,67.000,12,6480,0.001852,13,1.08,,,,
Depth of wound,425094009,82.000,81.000,12,6480,0.001852,15,1.25,1.333333333,0,2.561156733,0
Antimitochondrial autoantibod.,1016761000000101,67.000,66.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
111 contact disposition,864791000000100,67.000,66.000,12,6480,0.001852,22,1.83,,,,
Ear examination abnormal,699116001,78.500,77.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
Anxiety state,198288003,72.500,72.000,12,6480,0.001852,12,1,NaN,NaN,,NaN
Referral to respiratory medicine service,306114008,73.000,72.500,12,6480,0.001852,12,1,NaN,NaN,NaN,NaN
Nerve conduction study,51110005,68.000,67.500,12,6480,0.001852,16,1.33,NaN,NaN,NaN,NaN
Human papilloma virus deoxyribonucleic acid detection assay,1008271000000101,55.000,54.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
Flexible cystoscopy and cystodiathermy to bladder lesion,265568005,76.000,75.000,12,6480,0.001852,14,1.17,NaN,NaN,NaN,NaN
Pulse irregular,61086009,80.500,79.500,12,6480,0.001852,12,1,,,,
Asthma monitoring by doctor,401183006,69.500,69.500,12,6480,0.001852,12,1,,,,
Personalised Care and Support Plan agreed,1187911000000105,84.000,84.000,12,6480,0.001852,12,1,NaN,NaN,NaN,NaN
Discussed with carer,395084008,79.000,78.000,12,6480,0.001852,12,1,,,,
New patient health check,171324002,62.000,61.000,12,6480,0.001852,13,1.08,NaN,NaN,,NaN
Patient has had a fall,939551000006109,82.500,82.000,12,6480,0.001852,12,1,,,,
Seen in oral surgery clinic,185253004,74.500,74.000,12,6480,0.001852,16,1.33,,,,
Achilles tendinitis,11654001,67.000,66.000,12,6480,0.001852,17,1.42,NaN,NaN,,NaN
Urinary tract infectious disease,68566005,73.000,73.000,12,6480,0.001852,14,1.17,NaN,NaN,NaN,NaN
3D study - agreed goal 3,1932191000006103,74.500,73.500,12,6480,0.001852,12,1,,,,
Number of hospital admissions in last 12 months,1860201000006101,74.000,73.000,12,6480,0.001852,13,1.08,0.07692307692,0,0.2773500981,0
Smoking cessation programme start date,401160008,66.000,66.000,12,6480,0.001852,13,1.08,,,,
Lives with family,224133007,76.000,76.000,12,6480,0.001852,12,1,NaN,NaN,,NaN
Follow-up status,308273005,69.000,68.000,12,6480,0.001852,26,2.17,NaN,NaN,NaN,NaN
Seen in elderly care clinic,335081000000105,82.500,82.000,12,6480,0.001852,18,1.5,NaN,NaN,NaN,NaN
Negotiated date for cessation of smoking,390901002,60.000,60.000,12,6480,0.001852,15,1.25,NaN,NaN,,NaN
Urine leucocyte test = ++++,200981000000103,76.000,75.000,12,6480,0.001852,13,1.08,NaN,NaN,NaN,NaN
MRI of lumbar spine,241648005,81.000,80.000,12,6480,0.001852,12,1,NaN,NaN,,NaN
Pain of breast,53430007,72.000,71.000,12,6480,0.001852,13,1.08,,,,
Aspirin indicated,135800003,76.500,76.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
FH: Cancer - *,275937001,66.000,65.500,12,6480,0.001852,12,1,,,,
Postural hypotension,28651003,76.000,76.000,12,6480,0.001852,15,1.25,,,,
Medicals/reports NOS,308552006,62.000,61.000,12,6480,0.001852,19,1.58,,,,
Royal College of Physicians NEWS2 (National Early Warning Score 2) total score,1104051000000101,76.000,75.000,12,6480,0.001852,15,1.25,1.571428571,1,1.650840612,0
Invitation for diabetes screening,704408003,72.000,71.000,12,6480,0.001852,13,1.08,NaN,NaN,,NaN
Lumbago with sciatica,202794004,62.000,61.000,12,6480,0.001852,15,1.25,NaN,NaN,,NaN
Serum pro-BNP peptide level,1026401000000103,78.000,77.500,12,6480,0.001852,12,1,540.142857143,307,609.347855928,1267
Cleaning wound,225150002,80.000,80.000,12,6480,0.001852,31,2.58,,,,
O/E - taste sensation normal,164054004,74.500,73.500,12,6480,0.001852,22,1.83,,,,
Chronic obstructive pulmonary disease clinical management plan,736283006,78.000,77.000,12,6480,0.001852,12,1,,,,
Review of personal care plan,523031000000107,78.000,77.000,12,6480,0.001852,15,1.25,,,,
Seen in gastroscopy clinic,185237002,76.500,76.000,12,6480,0.001852,14,1.17,,,,
Hearing aid provision,281656009,77.000,76.000,12,6480,0.001852,13,1.08,,,,
Dementia care plan,736371006,84.000,83.500,12,6480,0.001852,12,1,,,,
Consent given for communication by SMS text messaging,1728661000006105,69.000,68.500,12,6480,0.001852,14,1.17,,,,
Pruritus of skin,279333002,79.500,79.500,12,6480,0.001852,24,2,NaN,NaN,,NaN
Average day interval systolic blood pressure,314446007,73.000,72.000,12,6480,0.001852,13,1.08,126,129,12.714820749,107
Patient encounter procedure,308335008,69.000,69.000,12,6480,0.001852,19,1.58,,,,
CT of thorax,169069000,81.000,80.000,12,6480,0.001852,15,1.25,,,,
Ribonucleoprotein antibody level,1022151000000108,75.000,75.000,12,6480,0.001852,12,1,0.2,0.2,0,0.2
Pneumococcal vaccination invitation letter sent,415118009,68.000,67.500,12,6480,0.001852,12,1,,,,
Alcohol intake above recommended sensible limits,160592001,68.000,68.000,12,6480,0.001852,13,1.08,,,,
Absent from work or school due to asthma,390921001,68.000,68.000,12,6480,0.001852,14,1.17,0,0,0,0
Urticaria,126485001,73.000,72.500,12,6480,0.001852,14,1.17,NaN,NaN,,NaN
Screening - health check,275926002,71.000,70.000,12,6480,0.001852,16,1.33,,,,
Urine dipstick for protein,1030631000000106,67.500,67.000,12,6480,0.001852,14,1.17,,,,
Long term condition care planning invitation third letter,912761000000108,71.000,70.000,12,6480,0.001852,12,1,,,,
O/E wound healing delayed,275952008,82.000,81.000,12,6480,0.001852,34,2.83,NaN,NaN,NaN,NaN
Prostate-specific antigen monitoring,395155002,79.000,78.500,12,6480,0.001852,14,1.17,,,,
Wrist joint pain,202482009,78.500,77.500,12,6480,0.001852,16,1.33,,,,
Diet poor,310502008,71.500,71.000,12,6480,0.001852,12,1,,,,
Aerobic exercise 0 times/week,160636006,65.500,64.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
Acute ST segment elevation myocardial infarction,401303003,71.000,71.000,12,6480,0.001852,21,1.75,,,,
Serum conjugated bilirubin level,997581000000107,72.000,72.000,12,6480,0.001852,13,1.08,10.230769231,8,7.224424385,8
Target body mass index,838441000000103,73.500,72.500,12,6480,0.001852,12,1,25.05275,25.1425,2.104869295,25
Retinal photography,282096008,73.000,72.500,12,6480,0.001852,12,1,,,,
Haematology referral,905191000006100,72.000,71.500,12,6480,0.001852,14,1.17,,,,
Raynaud's phenomenon,266261006,77.000,76.000,12,6480,0.001852,14,1.17,,,,
Suspected skin cancer,315276005,81.000,80.500,12,6480,0.001852,12,1,,,,
Lives in house,242711000000100,83.000,83.000,12,6480,0.001852,14,1.17,,,,
Repeat prescription query,1878471000006100,87.000,86.000,12,6480,0.001852,54,4.5,,,,
Discharge from podiatry service,306623005,75.000,74.000,12,6480,0.001852,13,1.08,,,,
Stool sample sent to lab.,165334004,74.500,74.000,12,6480,0.001852,14,1.17,NaN,NaN,,NaN
INR - international normal ratio normal,165582006,84.000,84.000,12,6480,0.001852,78,6.5,,,,
Urine looks pale,162135003,69.000,68.000,12,6480,0.001852,13,1.08,NaN,NaN,NaN,NaN
On examination - vaginal speculum examination - no abnormality detected,163413007,57.500,57.500,12,6480,0.001852,12,1,,,,
Renal calculus,95570007,74.000,73.000,12,6480,0.001852,20,1.67,,,,
Diverticular disease of colon,398050005,71.500,71.000,12,6480,0.001852,12,1,,,,
Indwelling urethral catheter,266737003,80.000,79.000,12,6480,0.001852,20,1.67,,,,
Referral to podiatry service,306160005,80.000,79.000,12,6480,0.001852,12,1,,,,
Irritable bowel syndrome,10743008,68.000,68.000,12,6480,0.001852,20,1.67,,,,
Referral for 24 hour blood pressure recording,310353008,60.500,60.500,12,6480,0.001852,16,1.33,,,,
Insertion of urethral catheter,410021007,76.000,75.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
Non-smoker annual review,505681000000109,76.000,75.500,12,6480,0.001852,12,1,,,,
Referral for X-ray,183830008,76.000,75.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
2 week rule referral - breast,831361000006109,65.500,65.000,12,6480,0.001852,12,1,,,,
Goal achieved,390802008,84.000,83.500,12,6480,0.001852,12,1,NaN,NaN,NaN,NaN
Patient miscellaneous administration data,716711000000101,69.000,68.000,12,6480,0.001852,55,4.58,,,,
O/E - Right diabetic foot at increased risk,756391000000103,80.000,79.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
Joint pain,57676002,65.000,64.000,12,6480,0.001852,15,1.25,,,,
QOF (Quality and Outcomes Framework) asthma quality indicator-related care invitation,1110841000000103,73.000,73.000,12,6480,0.001852,15,1.25,NaN,NaN,,NaN
Rigid cystoscopy,301302009,78.000,77.000,12,6480,0.001852,13,1.08,,,,
Bill/fee paid,21831000000100,70.000,69.500,12,6480,0.001852,14,1.17,NaN,NaN,,NaN
O/E - BP reading,163020007,71.000,71.000,12,6480,0.001852,14,1.17,,,,
Fluid intake education,313210009,74.000,74.000,12,6480,0.001852,14,1.17,NaN,NaN,,NaN
Examination findings,715851000000102,68.000,68.000,12,6480,0.001852,14,1.17,NaN,NaN,NaN,NaN
Transient ischaemic attack,266257000,69.000,69.000,12,6480,0.001852,17,1.42,NaN,NaN,,NaN
Gonadotrophin levels,997121000000100,58.000,57.000,12,6480,0.001852,13,1.08,NaN,NaN,NaN,NaN
Did not attend diabetic clinic,390922008,62.000,61.000,12,6480,0.001852,13,1.08,NaN,NaN,,NaN
Onychomycosis,414941008,68.000,68.000,12,6480,0.001852,13,1.08,NaN,NaN,,NaN
Mini-mental state examination score,447316007,82.000,82.000,12,6480,0.001852,12,1,NaN,27,NaN,30
Advice about exercise,304507003,74.500,74.000,12,6480,0.001852,12,1,NaN,NaN,NaN,NaN
Anticoagulant monitoring,307571006,70.000,69.000,12,6480,0.001852,36,3,,,,
Mammography not attended,310352003,64.000,63.500,12,6480,0.001852,12,1,NaN,NaN,,NaN
Seen in physiotherapy dept,185276001,77.000,76.000,12,6480,0.001852,12,1,,,,
Is no longer a carer,199361000000101,83.000,82.000,12,6480,0.001852,14,1.17,NaN,NaN,,NaN
Patient better,268910001,68.000,67.000,11,6480,0.001698,15,1.36,,,,
Seen in rapid access chest pain clinic,315014005,76.000,76.000,11,6480,0.001698,14,1.27,,,,
Ten year hip fracture probability score using FRAX (Fracture Risk Assessment Tool) with body mass index,1092681000000102,77.000,77.000,11,6480,0.001698,11,1,6.127272727,4.4,4.473497716,4.4
Forced expired volume in 1 second percentage change,513471000000106,73.000,72.000,11,6480,0.001698,11,1,19.363636364,5,28.256938006,5
Medical Research Council Dyspnoea scale grade 1,391120009,73.000,73.000,11,6480,0.001698,11,1,,,,
Failed encounter NOS,185324002,69.500,69.500,11,6480,0.001698,14,1.27,,,,
Memory: Countdown 20-1 errors:,710521000006107,81.000,80.000,11,6480,0.001698,12,1.09,0.5,0,0.9045340337,0
Telephone call to relative/carer,1672891000006106,77.000,77.000,11,6480,0.001698,19,1.73,NaN,NaN,,NaN
Basal cell carcinoma,1338007,74.000,73.000,11,6480,0.001698,16,1.45,,,,
MSU sent for bacteriology,168337005,76.000,76.000,11,6480,0.001698,13,1.18,,,,
Urine culture - no growth,167568007,59.000,59.000,11,6480,0.001698,17,1.55,,,,
Referral to upper gastrointestinal surgeon,306310006,71.000,71.000,11,6480,0.001698,13,1.18,,,,
Coronary heart disease medication review,394724007,76.000,75.000,11,6480,0.001698,12,1.09,NaN,NaN,,NaN
Patient admin. data NOS,716711000000101,75.000,74.000,11,6480,0.001698,13,1.18,,,,
Lower urinary tract infection,4009004,72.000,72.000,11,6480,0.001698,13,1.18,,,,
Standard chest X-ray requested,168732002,74.000,74.000,11,6480,0.001698,13,1.18,,,,
Advice given about breast screening programme,710871000000104,63.000,62.500,11,6480,0.001698,12,1.09,NaN,NaN,NaN,NaN
Spirometry not indicated,415570002,76.000,75.000,11,6480,0.001698,11,1,NaN,NaN,,NaN
O/E - bowel sounds normal,163339006,69.000,69.000,11,6480,0.001698,11,1,,,,
Follow-up 1 year,183627004,83.000,83.000,11,6480,0.001698,11,1,,,,
Ongoing review,395101001,51.000,50.000,11,6480,0.001698,17,1.55,,,,
Refer to practice nurse,308435009,64.000,63.500,11,6480,0.001698,14,1.27,,,,
Skin cleansing procedure,225133004,79.500,78.500,11,6480,0.001698,16,1.45,,,,
Bursitis,84017003,76.500,76.000,11,6480,0.001698,14,1.27,,,,
Private referral to orthopaedic surgeon,183881003,73.500,73.000,11,6480,0.001698,12,1.09,,,,
Seen in dietician clinic,185176006,68.000,68.000,11,6480,0.001698,13,1.18,NaN,NaN,NaN,NaN
Over 75 health check invitation,781471000000108,79.000,78.000,11,6480,0.001698,12,1.09,NaN,NaN,,NaN
Pharmacy,264372000,79.000,78.000,11,6480,0.001698,11,1,,,,
Tennis elbow,202855006,58.000,58.000,11,6480,0.001698,15,1.36,,,,
Chronic kidney disease stage 2,431856006,68.000,68.000,11,6480,0.001698,13,1.18,2,2,,2
Oesophagogastroduodenoscopy,76009000,78.000,78.000,11,6480,0.001698,11,1,,,,
Suspected upper gastrointestinal cancer,315273002,83.000,83.000,11,6480,0.001698,14,1.27,,,,
Consent to share clinical information for retinal screening provided,305501000000100,75.000,74.000,11,6480,0.001698,13,1.18,NaN,NaN,NaN,NaN
N terminal pro-brain natriuretic peptide level,1031031000000109,84.000,83.000,11,6480,0.001698,13,1.18,760.538461538,421,916.210184709,200
Online access to own health record withheld following enhanced health record review,1290301000000109,70.000,69.000,11,6480,0.001698,11,1,,,,
O/E - state of mind normal,162716005,79.000,78.000,11,6480,0.001698,12,1.09,,,,
Flu-like illness,95891005,65.500,65.500,11,6480,0.001698,12,1.09,,,,
Drug compliance poor,400978007,73.000,72.000,11,6480,0.001698,11,1,,,,
COVID-19 confirmed by laboratory test,1300721000000109,76.500,76.000,11,6480,0.001698,12,1.09,,,,
Drug prescription,182817000,76.000,76.000,11,6480,0.001698,15,1.36,,,,
O/E - not dehydrated,312450001,81.000,80.000,11,6480,0.001698,11,1,,,,
GPPAQ work involves definite physical effort,1746201000006109,58.000,57.000,11,6480,0.001698,11,1,,,,
Referral to radiology service,308461008,77.000,76.500,11,6480,0.001698,16,1.45,NaN,NaN,,NaN
Patient care pathway tracking,1591771000006106,77.500,77.500,11,6480,0.001698,12,1.09,,,,
New York Heart Association Classification - Class I,420300004,78.000,77.000,11,6480,0.001698,11,1,,,,
ESS (Epworth Sleepiness Scale) score,763254009,70.500,70.000,11,6480,0.001698,12,1.09,9.545454545,9,6.121497143,2
Agreeing on health professional actions in care plan,844571000000103,77.000,77.000,11,6480,0.001698,16,1.45,,,,
Next appointment,390840006,76.000,76.000,11,6480,0.001698,11,1,,,,
Alert,476841000006100,69.000,68.000,11,6480,0.001698,15,1.36,,,,
Ear care education,385899006,79.500,78.500,11,6480,0.001698,12,1.09,,,,
Mitral valve regurgitation,48724000,83.000,82.000,11,6480,0.001698,11,1,,,,
Toe pain,285365001,78.000,77.000,11,6480,0.001698,20,1.82,NaN,NaN,,NaN
Referral to community mental health team,24921000000109,69.000,68.500,11,6480,0.001698,12,1.09,NaN,NaN,NaN,NaN
Heart failure monitoring second letter,717191000000108,84.500,84.000,11,6480,0.001698,12,1.09,NaN,NaN,,NaN
Trivial cigarette smoker (less than one cigarette/day),266920004,61.000,61.000,11,6480,0.001698,11,1,NaN,NaN,,NaN
Current medication as reported by patient,513881000000106,69.000,69.000,11,6480,0.001698,13,1.18,NaN,NaN,,NaN
Disposable vaginal speculum used,1877701000006100,62.000,61.000,11,6480,0.001698,11,1,NaN,NaN,,NaN
Urine: red - blood,167235001,76.000,75.000,11,6480,0.001698,13,1.18,NaN,NaN,NaN,NaN
Aspirin prophylaxis contra-indicated,312451002,73.000,72.000,11,6480,0.001698,13,1.18,,,,
[D]Dizziness,404640003,66.000,66.000,11,6480,0.001698,11,1,,,,
Generalized Anxiety Disorder 7 item score,445455005,63.500,63.000,11,6480,0.001698,12,1.09,5.083333333,0,7.739606912,0
Leicester Diabetes Risk Score,1025601000000108,67.000,67.000,11,6480,0.001698,11,1,NaN,32,NaN,NaN
Diabetic retinopathy,4855003,74.000,73.000,11,6480,0.001698,11,1,,,,
Percutaneous coronary intervention,415070008,82.000,82.000,11,6480,0.001698,13,1.18,NaN,NaN,,NaN
Cardiovascular disease annual review,417322008,74.000,74.000,11,6480,0.001698,13,1.18,,,,
Exudative age-related macular degeneration,414173003,90.000,90.000,11,6480,0.001698,21,1.91,,,,
IgE,997041000000106,65.000,65.000,11,6480,0.001698,13,1.18,2050.7,229.1,3724.662872888,24.5
Radiology/physics in medicine,271310000,71.000,71.000,11,6480,0.001698,11,1,NaN,NaN,,NaN
Referral for ambulatory care,898791000000105,76.000,76.000,11,6480,0.001698,11,1,,,,
Chronic cough,68154008,76.000,75.500,11,6480,0.001698,14,1.27,NaN,NaN,NaN,NaN
Scalp itchy,275921007,70.500,70.000,11,6480,0.001698,12,1.09,,,,
